	content	emo_id	ID
1688	Rojo is just terrible, how is he in our team ðŸ˜‚ðŸ˜‚	2	22185
1689	@christyfrink @stephenyeargin @El_Brandino I once hooked them up backward. Not recommended. #smoke #panic	2	22186
1690	@christyfrink @stephenyeargin @El_Brandino I once hooked them up backward. Not recommended. #smoke 	2	22187
1691	@LeafyIsHere will showing off biceps scare you?	2	22188
1692	I feel really nervous, or anxious. Idk. My leg keeps shaking. Hmm	2	22189
1693	No but that's so cute. Atsu was probably shy about photos before but cherry helped her out uwu	2	22190
1694	@torreBe Te gusta American horror story y The walking dead?	2	22191
1695	Don't think I'll ever get used to this 6:30 alarm ðŸ˜©ðŸ’¤	2	22192
1696	@GOtvNg CN seems like you only appreciate good reviews. No apologies to my concern years ago.	2	22193
1697	Yellow Submarine is under tremendous pressure from Los Blancos. #WaveAfterWave #RMAVIL	2	22194
1698	My roommate: it's okay that we can't spell because we have autocorrect. #terrible #firstworldprobs	2	22195
1699	My roommate: it's okay that we can't spell because we have autocorrect.  #firstworldprobs	2	22196
1700	@scotydoesntkn0 start buying Death Wish Coffee and shake hands with espresso every now and then.	2	22197
1701	@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #terrorism #UriAttack	2	22198
1702	@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of  #UriAttack	2	22199
1703	Last @LGCanada product I buy - I promise! Absolutely #terrible #CustomerService	2	22200
1704	Last @LGCanada product I buy - I promise! Absolutely  #CustomerService	2	22201
1705	SO many great pics from the show in TokyoðŸ˜ I like all his outfits now except the lace one w those horrible pants....ðŸ’	2	22202
1706	Angel got me nervous out here ðŸ˜·	2	22203
1707	When your friends want to go out drinking but you know you gonna have to say no because social #anxiety runs your life	2	22204
1708	@_Hallospaceboy_ @DailyGrindhouse  I respect when someone can give a second chance to a movie they aren't a fan of. Why #horror is diverse.	2	22205
1709	I wish harry would start tweeting people again	2	22206
1710	Onus is on #Pak to act against #terror groups which find safe havens and all types of support for cross border terror: #MEA	2	22207
1711	@DunsScottus @FaithNGuns @buggazing @Patriot_Musket Yep, Owen Garriott told me it was ghastly. None of his peeps ever had it :)	2	22208
1712	â€œIt is not #death, that most people are #afraid of. It is getting to the end of #life only to realize that you never truly #lived.â€	2	22209
1713	@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and 	2	22210
1714	@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and #terrorism	2	22211
1715	@skyfootball manchester united...still untrusted iam afraid i might loose my bet	2	22212
1716	@ccgdavidson I remember being awestruck looking around thinking, 'You could fit the entire population of our town in here ten times over.'	2	22213
1717	Any #entrenepuers, #start ups, #SME's out there looking for proactive #accountancy, #tax and #business advice? We can help. Get in touch.	2	22214
1718	@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. ðŸ˜ #lies #terrible #whereismyfurniture	2	22215
1719	@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. ðŸ˜ #lies  #whereismyfurniture	2	22216
1720	Why does having anxiety drain some much of your energy #anxiety #sotired #needtosleepforhours	2	22217
1721	Why does having anxiety drain some much of your energy  #sotired #needtosleepforhours	2	22218
1722	i hope this comes back to haunt you, then maybe you would know just how it felt to be like me at my lowest	2	22219
1723	Insomniacs can't get sleep cuz they are too guilty about all the horrible shit they do. I'm a complete sociopath n sleep like a baby.	2	22220
1724	BibleMotivate: Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you.#faith #leadership #worry #mindfuâ€¦	2	22221
1725	Just got done watching Jeepers Creepers it was epic #horror #horrormoviesarebest #movies #movie #horrorfilm ðŸŽ¬ðŸ“½ðŸŽ¬	2	22222
1726	@tweetingacct @amandacarpenter @TeamTrump the 'pledge' would have never have to be made if petulant child POStrump didn't threaten to run	2	22223
1727	today afghanistan tell us where the terrorism is planned whaaaooo#UNGA	2	22224
1728	World wants #peace from #terrorism #WorldPeaceDay #internationaldayofpeace	2	22225
1729	World wants #peace from  #WorldPeaceDay #internationaldayofpeace	2	22226
1730	Bake off on TV and the Match on my phone, what a nightmare I'm so stressed #GBBO #NTFCVMUFC	2	22227
1731	Completely blown away by @EvaNoblezada @alistairbrammer @JonJonBriones and the cast of @MissSaigonUK tonight. #fathomevents #speechless #awe	2	22228
1732	Completely blown away by @EvaNoblezada @alistairbrammer @JonJonBriones and the cast of @MissSaigonUK tonight. #fathomevents #speechless 	2	22229
1733	#Never be #afraid to #start over, it's a #new #chance to #rebuild what you want! ðŸ”¨ðŸ”©ðŸ¢	2	22230
1734	I wish you stayed in Da Gump I'll make you panic like the last rapper	2	22231
1735	ppl talking about diets and i am feeling #terrible hahaha	2	22232
1736	@stephtikkanen oh so true, so true. #shudder	2	22233
1737	@stephtikkanen oh so true, so true. 	2	22234
1738	don't worry mary berry, my banter is as dry as old boots x	2	22235
1739	It's about time I start taking my own advice	2	22236
1740	@qdoba omg I'm so slow bc my eng is not very well and my hands are shaking uhh help meee I'm like this lil chicken now ðŸ¥#MoreisBetter	2	22237
1741	@Takadad2 Hahaha!\rHe is a bully though!\rLike really a bully.\rOnly Sugita tamed the bully in him.	2	22238
1742	 Look for #contrasts....#behaviour may be a #camouflage....garments a #shell....a #bully may be a #baby inside.....' - Prof Caroline Taylor	2	22239
1743	#ADHD &amp; #anxiety are #IRRELEVANT\nAnyone will be #EVICTED if a significant amount of rent HAS NOT BEEN PAID \n#mentalhealth aside\n#CantPay	2	22240
1744	i met with an employment specialist this morning &amp; she basically told me its unlikely i'll get a job because i clearly have too much anxiety	2	22241
1745	McDavid breakaway. Lundqvist with a tremendous save.	2	22242
1746	Seeing huge or really full  backpacks on people fills me with anxiety	2	22243
1747	In other news. My legs hurt. #running #5kin26mins  #flatfeet	2	22244
1748	In other news. My legs hurt. #running #5kin26mins #dreadful #flatfeet	2	22245
1749	@01Starblazer 9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL 	2	22246
1750	@01Starblazer 9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL #awful	2	22247
1751	I'm shaking now.	2	22248
1752	me: are you guys dating yet #trans #nervous #blowjobs #TFB dating in mack north ohio Bewdley	2	22249
1753	She: Why are you listening to The Eurythmics?\nMe: It's a Polish Gothic Metal band.\nShe: Why do I even ask... (exits room, shaking head)	2	22250
1754	and claimed that all of the same things could scare us\nbut we were tough because of ancestry	2	22251
1755	You must be knowing #blithe means (adj.)  Happy, cheerful.	3	30902
1756	Old saying 'A #smile shared is one gained for another day' @YEGlifer @Scott_McKeen	3	30903
1757	Bridget Jones' Baby was bloody hilarious ðŸ˜… #BridgetJonesBaby	3	30904
1758	@Elaminova sparkling water makes your life sparkly	3	30905
1759	I'm tired of everybody telling me to chill out and everythings ok. no the fuck its not. I'm tired of faking a a fucking smile	3	30906
1760	#GBBO can cheer me up â˜ºï¸	3	30907
1761	&amp; as much as I hate for a dude to cheat, women forego pleasing their man, they get lazy &amp; men get lazy &amp; then it's just pointless	3	30908
1762	@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay #happyjinyoungday #got7  #birthday	3	30909
1763	@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay  #happyjinyoungday #got7 #happy #birthday	3	30910
1764	The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n #optimism #inspire	3	30911
1765	The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n  #inspire	3	30912
1766	Watching football matches without commentary is something that I rejoice, found a transmission of Cityâ€™s match like that today, joyful.	3	30913
1767	#twd comes on soon #happy	3	30914
1768	#twd comes on soon 	3	30915
1769	@TauDeltaPhiDK THANK YOU FOR MY OBAMA CUT OUT!!!!!! I am elated that he's back homeðŸ˜	3	30916
1770	@DDogsScout 'Oh!' Almost with odd cheerfulness, Big Boss offers: 'Muzzle flash blinding. Accidental by the guy who became my best friend.'	3	30917
1771	Gemma Simmons is the bright spot of the premiere so far. #AgentsofSHIELD	3	30918
1772	This is a beautiful day that the Lord has made. I will rejoice and be glad!!!	3	30919
1773	Watch this amazing live.ly broadcast by @kelli.peterson #lively #musically.   Come WATCH	3	30920
1774	Sometimes I like to talk about my sadness.  Other times, I just want to be distracted by friends, laughter, shopping, eating...  \n\n#MHChat	3	30921
1775	Oi @THEWIGGYMESS you've absolutely fucking killed me.. 30 mins later im still crying with laughter.. Grindah.. Grindah... ðŸ¤“  hahahahahahaha	3	30922
1776	So happy I live in NYC! See you tomorrow .....@SamHeughan @Barbour	3	30923
1777	Accept the challenges, so that you may feel the exhilaration of victory.	3	30924
1778	For what a beautiful day. #elated	3	30925
1779	For what a beautiful day. 	3	30926
1780	@Langston_Hunter Yeah bro it eas hella exhilarating	3	30927
1781	sometimes im sad then remember Margaret Thatcher is dead and then i rejoice	3	30928
1782	This is not me brown nosing but I've listened to lots of housing ministers but @GavinBarwellMP #nhf16 impressed me more than any 	3	30929
1783	This is not me brown nosing but I've listened to lots of housing ministers but @GavinBarwellMP #nhf16 impressed me more than any #optimism	3	30930
1784	@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner?  #optimism	3	30931
1785	Martin Roth leaving V&amp;A shoes the effects of #Brexit: bright and talented foreigners made to feel unwelcome and leaving U.K. #c4news	3	30932
1786	one thing I can say is that you kept me smiling	3	30933
1787	#blackish always has me #rollin #hilarious	3	30934
1788	#blackish always has me #rollin 	3	30935
1789	How is your toddler coping with the new arrival? Has he tried killing her yet?' they cheerfully ask.	3	30936
1790	American Schools are lively	3	30937
1791	Drawing mini-comics is joyful; folding mini-comics is meditative and relaxing. I think I need to do them for more than just Halloween...	3	30938
1792	@Malkarii_ Korgoth of Barbaria for brutality, King Julian for hilarity, and Ariel... Because hot...	3	30939
1793	i love those #memories that randomly pop\ninto my head , have me #smiling like an\n#idiot for ages ó¾Œ´	3	30940
1794	@TurtleTitan2003 (She laughed a bit. Of course it was! Aria shook her head, calming her mirth so she could listen to Mikey.) No, actually. +	3	30941
1795	@IreneEstry can't wait to see you Hun #cuddles #gossip #laughter	3	30942
1796	@IreneEstry can't wait to see you Hun #cuddles #gossip 	3	30943
1797	God hears your voice optimism at the moment that you think that everything has failed you âœ¨.	3	30944
1798	My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky #happy	3	30945
1799	My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky 	3	30946
1800	Love this! Laughing while crying works too! #katherinemansfield #failure #laughter #dealingwithfailure	3	30947
1801	Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure	3	30948
1802	They tend to loosen up a bit when drunk, and can seem pretty cheerful.	3	30949
1803	ðŸ¦ðŸŽ¿ god chirp this burp ðŸŽ¿ðŸ¦	3	30950
1804	We so elated, we celebrated like Obama waited until his last day in office to tell the nation, brothers is getting their reparations	3	30951
1805	angel delight is my everything	3	30952
1806	I just want to let everyone out there know you are wonderful people! #beyourself #happy #cheerful #late-night #compliment #behappy	3	30953
1807	I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy	3	30954
1808	#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter! #hilarious #cleverpeople	3	30955
1809	#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter!  #cleverpeople	3	30956
1810	@paraplyene @soupper i just read it and it's so fun??!!!! So lighthearted and cheerful, i was right, it's a double cavity for me.	3	30957
1811	I'm at the point in my life that I'm playing Christmas music in my room because i need winter and joyful times rn	3	30958
1812	Luis Ortiz ducked by Ustinov which means fights off, and he left @GoldenBoyBoxing future not looking to bright for Ortiz #boxing	3	30959
1813	Another joyful encounter in Tribez &amp; Castlez! I just met Bartolomeo! Do you want to know who that is? Download the game and find out!	3	30960
1814	@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO #hilarious	3	30961
1815	@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO 	3	30962
1816	Happy Birthday @Brooke56_56 #cheer #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer	3	30963
1817	The little sniffle at the end of the song gets me every time. #rejoice	3	30964
1818	The little sniffle at the end of the song gets me every time. 	3	30965
1819	I mean, is she supposed to seem joyous when she's talking Rodrigo Duterte, ISIS, the American economy, etc.? Think about what you're saying.	3	30966
1820	@XenoStateOfMind yes\n\nmake her smile and be happy\nshe deserves happiness	3	30967
1821	Keep smiling :)	3	30968
1822	Ever wake up and instantly feel happy?	3	30969
1823	@jpodhoretz I still respect you. I suppose there is so little to be gleeful about these days so take what you can. Good for you.	3	30970
1824	@amstrado_CPC @ShittySUFanart the single tear is him being joyous that he's deleted the monster that has brought generations of despair	3	30971
1825	#Quoteoftheday\r\r'If you don't do #wild things while you're young, you'll have nothing to #smile about when you're old.'\r\r#dailyquote #quotes	3	30972
1826	All the bright places :(	3	30973
1827	I'm honored to take on such a role in their joyous day. Hopefully I don't fuck it up	3	30974
1828	I'm the reason I smile everyday ðŸ’¯	3	30975
1829	@NoorBazzi14 lowkey I want to go just to chirp Anna LOL but say hi to Atkins for me!! One of my favourite coaches, he's smart and caring	3	30976
1830	It's all about #redwine and #glee	3	30977
1831	It's all about #redwine and 	3	30978
1832	@tabstamlyn @lara_hunt1 I will, next time I'll make sure everything is sparkling clean	3	30979
1833	Take my kindness for weakness when you acting silly keeping it 100 ain't your fortÃ©  #ChrisBrown #TeamBreezy	3	30980
1834	Take my kindness for weakness when you acting silly keeping it 100 ain't your fortÃ© #breezy #ChrisBrown #TeamBreezy	3	30981
1835	I envy the relentless, your cheerful smile aimed at the pouring rain, your positive attitude is an art you have continually mastered.	3	30982
1836	I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy.	3	30983
1837	Anyone who drinks sparkling water is a demon	3	30984
1838	Modern family never fails to cheer me up. Especially Phil.	3	30985
1839	#smile #instagramers : #Selfie#BestMeSelfie#Me#Smile#BestMeCameraIsGreat#EmojiGrid#LikeforLike#Friend#Girl#Boy#Tattoos#Family#6Pack#G...	3	30986
1840	@Author_LB Awesome. My 9 yr old grandson runs cross country. No Simon Whitfield but still a lot of fun cheering him on.	3	30987
1841	18' \nMichael Carrick as struck the back of the net much to the delight of under pressure man u fanz and MOU...	3	30988
1842	@ruthwalford95 you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st #optimism	3	30989
1843	@ruthwalford95 you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st 	3	30990
1844	@ditzkoff @jpodhoretz Thereâ€™s not a metaphor in the world that will get at the hilarity of jpod pronouncing on humor.	3	30991
1845	Successful people always have two things on their lips #silence nd #smile smile to avoid problems nd silence to avoid the problems too	3	30992
1846	in geometry today hannah started crying of laughter because ms. canning said 'pp' lol	3	30993
1847	@WHUFC_HUB @westhamtransfer @TheHammers_ I don't see any reason for optimism at this point. Just stringing together bad performances.	3	30994
1848	y'all shabazz's name in my phone is 'easy breezy beautiful' &amp; I will not apologize.	3	30995
1849	During the day @JeffProbst is jovial. At #TribalCouncil he's a different,  darker fellow.  Still simply but smiles are few. #Survivor	3	30996
1850	ðŸŽ‰ It is time for a most joyous celebration! ðŸŽ‰	3	30997
1851	@FilthyFrank My first time watching your vids and i died of laughter. Keep this up dude	3	30998
1852	@DumTeeDum don't think Ian knew of Pavel. He knew about Charlie. I bet Rob will cackle with glee when he heard what has happened #thearchers	3	30999
1853	Mou is too jovial and trying to impress those players too much. No player is bigger than manutd. SAF won't tolerate all this bs @ManUtd	3	31000
1854	Your #smile is a messenger of your good will.	3	31001
1855	imagine if teppu got animated by madhouse tho &gt;_&lt;	3	31002
1856	I'm highly animated even though I'm decomposing.	3	31003
1857	jk. started this week strong and it's still going strong. #optimism	3	31004
1858	jk. started this week strong and it's still going strong. 	3	31005
1859	ï˜± @cailamarsai you've had me ï˜‚ ï˜‚ the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo	3	31006
1860	Town is lively. Something happen?	3	31007
1861	So today, I un armed my silence. My lungs rejoice in freedom. My insides had color too! A woman counted! My jawbone became a razor! For free	3	31008
1862	@SQLBek My liver is elated that isn't us	3	31009
1863	Symmetry is Key, everything must be aesthetically pleasing as possible, that is why I hold you twin pistols. #DeathTheKid #Bot	3	31010
1864	Oii oiii, @Louis_Tomlinson !!  \nTHANK YOU for always making me smile ! MY BIRTHDAY is in 16 days. ðŸŽ‰ Mind following me as a gift ? ðŸŽ X225,884	3	31011
1865	@Steeeevie_ breezy luvvvv	3	31012
1866	My @timehop literally cracks me up when I see posts from 2 years ago and later ðŸ˜‚ 	3	31013
1867	My @timehop literally cracks me up when I see posts from 2 years ago and later ðŸ˜‚ #hilarious	3	31014
1868	@ByeKandace can't cheer for a jigaboo	3	31015
1869	@daveweigel a laurel and hearty handshake	3	31016
1870	@Bhavnay that, i dont mind too much. smoother, thicker texture. makes it more hearty. also, im glad iced coffee is a thing in the uk now.	3	31017
1871	@LeeJarvis10 can't be following u pal he's smiling	3	31018
1872	love to play underlord while listening to cheery anime music	3	31019
1873	It's an exhilarating feeling. Working hard and feeling accomplished whether they notice or not--- you feel fu*king good ðŸ¤‘	3	31020
1874	Starting at 22 minutes, this week's @bestshow4life is straight-up paradigm shift level mirth.	3	31021
1875	someone teach me how to cheer someone up	3	31022
1876	@GreatDismal @Bencjacobs and itâ€™s gleeful because theyâ€™re so inspired, so convinced theyâ€™re winning and at last have their strongman	3	31023
1877	Avoiding hearty basset hound no time present-time american the brave: YDXef	3	31024
1878	alternate reality where @PoetryFound has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down	3	31025
1879	@ThatBritishDude no okay you don't not need to be going out of your way to make sure you are pleasing everyone do what makes you happy	3	31026
1880	and I think some of our most spiritually weighty experiences came, counterintuitively and recognized in hindsight, in levity and daily grace	3	31027
1881	@TheGoatShow @GameGrumps now that I have been sucked into this wormhole of hilarity with no escape, I can say how weird and accurate this is	3	31028
1882	@p_dortch7 I make sacrifices to make you happy	3	31029
1883	I'm ever so cheerful	3	31030
1884	@MarkDice Agreed.So tired of this nonsense . Soros must be elated.	3	31031
1885	@Get_Quenched16 Attempts by Western degenerates 2 imply that DPRK stoops to levity will be met by devastating nuclear retaliation.	3	31032
1886	Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help ðŸ˜‚ðŸ˜‚ #girlfriends #happy	3	31033
1887	Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help ðŸ˜‚ðŸ˜‚ #girlfriends 	3	31034
1888	Hannah: 'This week on Survivor: Find out who is more buoyant. Gen X or Millenials!' #survivor	3	31035
1889	Could not be happier!! #happy	3	31036
1890	Could not be happier!! 	3	31037
1891	@joemrusso happy birthdayyyyyy pretty. Miss you!	3	31038
1892	ðŸƒWhen #life shows you have a hundred reasons to cry, show it that you have a hundred and one reasons to #smile. ðŸƒ #quotes @Mind_Console	3	31039
1893	A #smile can mean a thousand words, but it can also hide a thousand #problems. #Fact #TeamFollowBack	3	31040
1894	Gen 8:21 NIVâ€”The Lord smelled the pleasing aroma and said in his heart: â€œNever again will Iâ€¦ lifelong depravity	3	31041
1895	Such merriment &amp; laughter from @dadwroteaporno at @KingsPlace &amp; an instructional PowerPoint presentation.Well done to all concerned &amp; thanks	3	31042
1896	But uncle buck is on tho . #UncleBuck #hilarious	3	31043
1897	But uncle buck is on tho . #UncleBuck 	3	31044
1898	Every time people push #Prescription Pot, prohibitionists rub their hands with #glee because U hand them #Cannabis &amp; yourself into #slavery.	3	31045
1899	@ChrisLoesch @DLoesch Modern Day book-burning without all that awful guilt. Oh, and now with more gleeful social sharing for the a$$hats.	3	31046
1900	âœ¨you make me happy @EthanDolan @GraysonDolanâœ¨	3	31047
1901	#IfIWerePresident \nMy goal would be for us all to be miserable, yet jovial in the Co. of others. U know, civil but with realization of self.	3	31048
1902	Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n#x33 #smile	3	31049
1903	Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n #x33 	3	31050
1904	Iniesta still the one player I idolize from Barca,a delight to watch I tell you	3	31051
1905	Every time I hear @jtkantor's organ kick in on the new @sayswhopodcast, I break into the goofiest smile.	3	31052
1906	Well, this is cheery. #MrRobot	3	31053
1907	@Gennneral thanks gen!! Love you miss you happy birthday natong duha ðŸ’˜ðŸ’˜	3	31054
1908	#survivor is back! #SurvivorMillennialsVsGenX so happy to see you @JeffProbst 	3	31055
1909	#survivor is back! #SurvivorMillennialsVsGenX so happy to see you @JeffProbst #happy	3	31056
1910	@essdotX the jovial and forgiving negro is always pressed upon to act against his/her self-interest in favor of the oppressor	3	31057
1911	@ReginalTSquirge you could add a jaunty bow\nOr bells	3	31058
1912	tweet tweet chirp chirp losers	3	31059
1913	Be content .... Life is too short. #smiling	3	31060
1914	Be content .... Life is too short. 	3	31061
1915	@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? #hilarious	3	31062
1916	@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? 	3	31063
1917	I'm so excited to see Nat tonight ðŸ˜ðŸ˜.. And how happy and cheery she is! &amp; then I'm even more excited for her to get on social media ðŸ˜ #BB18	3	31064
1918	â€œSet up as an ideal the facing of reality as honestly and as cheerfully as possible.â€ - Karl Menninger     #2ndHalfWealth	3	31065
1919	what's the nicest way to tell someone cheerfully whistling outside my apartment door that I will end them should they continue to whistle	3	31066
1920	@xiankiefer @TheLincoln Book 5! It's so sprightly &amp; fun cuz he'd been reinvigorated by the Harry Potter series. I'm not kidding.	3	31067
1921	How's it possible to go from cheery earlier to the worst mood possible nowðŸ™„	3	31068
1922	3 Styles to Love now at Zales!  Three sparkling styles to love! Stop by and shop in store today.	3	31069
1923	Kinda wished I watched mischievous kiss before playful kiss	3	31070
1924	Accept challenges in life, so that you may feel the exhilaration of victory.	3	31071
1925	@MariamVeiszadeh why sick. I am rejoicing that it is only half	3	31072
1926	@Tjsotomayor snow pig,  that's hilarious. Lmaooo	3	31073
1927	â€œSet a goal to achieve something that is so big, so exhilarating that it excites you and scares you at the same time.â€ \nâ€• Bob Proctor	3	31074
1928	This Red Sox team is the equivalent of Tiger Woods in his heyday: no mercy.	3	31075
1929	wanna always be the reason behind her happiness and i'll always keep her smiling no matter what happensâ™’ðŸ’œ.	3	31076
1930	Did u laugh today? Laugh hard? I hope so..we NEED laughter now.  #love	3	31077
1931	Did u laugh today? Laugh hard? I hope so..we NEED laughter now. #smile #love	3	31078
1932	@peregrinator1 I admittedly went into this series thinking we'd see the Jedi in their heyday, not as dysfunctional UN Peacekeepers in space	3	31079
1933	me taking a picture by myself: *awkward smile*\nme on picture day: *awkward smile*\nconclusion: stop smiling ;'(\n#pictureday2016 #smile #ornot	3	31080
1934	Wishing the Ipswich Tigers good luck in their games throughout homecoming week!! We are cheering you on here at the City Office! GO TIGERS!	3	31081
1935	My ukulele bag has fallen apart. ï˜ WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy	3	31082
1936	It is so exhilarating taking on the challenge of demonstrating + explaining WHY #JamesJoyce's #Ulysses is so endearing &amp; wonderful!	3	31083
1937	Yesterday , on 21 Sept. 2016 , i installed a new stratagem including audacity by rejoicing at Harbour tower,i will tenaciously follow up up.	3	31084
1938	@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a #delight #party #fail #letdown	3	31085
1939	@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a  #party #fail #letdown	3	31086
1940	Be joyful in hope, patient in affliction, faithful in prayer. Romans 12:12	3	31087
1941	@wahrbear @marinarchy @diam0ndsapph1re There is some hilarity in someone who is literally openly anti-science calling others anti-science.	3	31088
1942	smoking weed while you watch 12 pull somebody else over is the most joyous thing ever.	3	31089
1943	And girl I love your perfume there's something bout you ðŸŽ§ 	3	31090
1944	And girl I love your perfume there's something bout you ðŸŽ§ #breezy	3	31091
1945	Watching @melissamccarthy in #Spy she's one of Favorite actresses! Last night I was watching her #theboss #hilarious I just want to meet her	3	31092
1946	@BjerkeDanielle @FunnySayings lol that's hilarious	3	31093
1947	ninaturner: Mine too. With what is happening in country, I needed this moment of levity bernblade LisaVikingstad	3	31094
1948	Manchester United v Manchester City #happy days #EFL	3	31095
1949	@LostGermain ' Want to have a spar?' The prince smiles and reaches for his hilt and his icy eyes keep on Aaron, a playful look in his eyes.	3	31096
1950	Accept the #challenges so that you can feel the exhilaration of victory.	3	31097
1951	Yes Mourinho, you really should stop speaking about refs! And try cheering up a bit.	3	31098
1952	TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #MPN #DemiLovato	3	31099
1953	@SeveChambers i'm elated, thank you for your help! can i apply to be verified?	3	31100
1954	The world needs more laughter, more love, and a little more of you. - R.M Drake.	3	31101
1955	#bcwinechat what's the most common method used to make BC #sparkling #wine?	3	31102
1956	#bcwinechat what's the most common method used to make BC  #wine?	3	31103
1957	@DavuuWart this is hilarious !!	3	31104
1958	@kermischocolate I have tried. A cheerful upbeat piece in Walking through History, usually in arty/docu types. Cannot find a trace of it.	3	31105
1959	Not by wrath does one kill, but by laughter.  Friedrich Nietzsche #friedrichnietzsche	3	31106
1960	#happiness #recipe: an open mind, #laughter, a kind #heart &amp; #optimism	3	31107
1961	#happiness #recipe: an open mind, #laughter, a kind #heart &amp; 	3	31108
1962	@Za_buhmaid Happy birthday sweety .. sweet 21 hun hope u have a wonderful day and a wondrful joyful year better than the last one, Luv U â™¥	3	31109
1963	I'm Black, 43. I read books, p/u my kids from school....'My prayer is that u wl lv a long, fulfilling, joyous, peaceful, GOD-pleasing life!	3	31110
1964	A #smile doesn't always mean a person is #happy . Sometimes it simply means they are #strong enough to face their own #problems .	3	31111
1965	Needed levity: Hubs + I talking of @weareTYPHOON Kyle's new solo album, my 7 yo says '@KyleClark'? She loves ur news show #9News @9NEWS LOLZ	3	31112
1966	@ankitaverma45 @honey5991 rejoicing over someone's sadness is bad but when #Karma  is cencerned then definitely some people deserve it..	3	31113
1967	#SIGUEMEYTESIGO #happy #snapchat Manuellynch99 #venezuela	3	31114
1968	@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents 	3	31115
1969	@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents #cheer	3	31116
1970	A delight to be at the Lane tonight and witness the debuts of some young talent that could be the backbone of our club!! #COYS	3	31117
1971	@tweet_faver its reaper!! before he became reaper, you can find their stories on the wiki and thru the comics and animated shorts!	3	31118
1972	Remember when Joe and Quinn had a thing on glee	3	31119
1973	I'm still laughing 'Bitch took my pillow' line #glee #kurt	3	31120
1974	I'm still laughing 'Bitch took my pillow' line  #kurt	3	31121
1975	Nothing lovelier than your great mate sending the most joyful and sweet pic - Thankyou #amy @artburstltd XXXX	3	31122
1976	@cedricyarbrough We love you! #hilarious   We are looking forward to SO much more!  #kudos on the #pilot @Speechless_ABC #speechless	3	31123
1977	Eve, Izzy, and Paige cheerfully sing songs together.	3	31124
1978	@JeffBridg man, GREAT JOB!!! I am more than happy over your success in a short time.  Mom &amp; dad are smiling from heaven.  Love you, bro.	3	31125
1979	The jovial laughter that Trump and his lackeys showed when Don King used the N word was a truly bizarre sight	3	31126
1980	@RayGemini I've got 8 coming back this week. It's so joyous isn't it haha	3	31127
